"diseaseID","disease_name","part","age","infect","insurance","department","checklist","treatment","drugs","period","rate","money"
94,新生儿黄疸,全身,刚出生的婴儿,无传染性,医保疾病,儿科 产科,儿童五官科检查 尿二胆 婴幼儿健康检查 肝功能 血清总胆红素 [详细],药物治疗、蓝光照射 ,当飞利肝宁胶囊 九味獐牙菜丸 复方大青叶合剂,14天,99%,市三甲医院约（5000 —— 10000元）
95,心肌炎,心脏,青壮年人群,无传染性,医保疾病,心血管内科 心胸外科,涂片 心电图 胸部平片 血清抗心肌抗体 二维超声心动图 [详细],药物治疗 ,辅酶Q10胶囊 果糖二磷酸钠口 甲泼尼龙片,6个月,95%,市三甲医院约（3000-5000元）
96,中风,颅脑 血液血管,中老年人、男性多见,无传染性,非医保疾病,脑外科 血管外科,CT造影扫描 脑电图 脑脊液的化学检查 脑脊液动力学试验 [详细],西药治疗、中药治疗、针灸治疗 ,血塞通泡腾片 血塞通分散片 灯盏花素片,nan,50%,nan
97,胆囊息肉,胆,23-55周岁，男性多于女性,无传染性,医保疾病,肝胆外科,胆囊胆道B超 胆囊B超 胆固醇酯 口服胆囊造影 静脉胆囊、胆道造影 [详细],手术治疗 ,乌军治胆胶囊 结扎血管夹 胆道镜,2-4周,95%,nan
98,骨质疏松,骨,所有人群 ，老年人最多,无传染性,医保疾病,骨科 中医科,亚健康人群体检 维生素U 血清骨钙素 尿羟脯氨酸 骨密度 [详细],中医治疗、西医治疗 ,氯膦酸二钠片 骨松宝颗粒 乳酸钙颗粒,1-2个月,10%,市三甲医院约（1000 —— 3000元）
99,偏头痛,颅脑,女性占2/3以上， 10岁前、20岁前、40岁前发病分别为25%， 55%， 90%。,无传染性,医保疾病,神经内科,脑电图 脑血流图 脑脊液检查-化学检查-蛋白质检查 脑脊液神经降压肽 [详细],药物治疗、物理疗法 ,苯甲酸利扎曲普 普瑞巴林胶囊 布洛芬缓释胶囊,10--21天,70--90%,市三甲医院约（30--50）
100,心绞痛,心脏,中老年人群，多见于男性，多数病人在40岁以上,无传染性,医保疾病,心血管内科 血管外科,体位 瑞斯托霉素诱导血小板聚集测定 血浆组织纤溶酶原活化物活性 饱餐试验 动态血压监测(ABPM) [详细],西医治疗、中医治疗 ,血塞通泡腾片 血塞通分散片 盐酸曲美他嗪片,1-7天,60%,市三甲医院约（3000 —— 5000元）
101,外阴炎,外阴,各年龄段女性，大多是十岁以上女性,无传染性,医保疾病,妇科,外阴部妇科常规检查 宫颈妇科常规检查 妇科常规检查 阴道妇科常规检查 妇科炎症检查 [详细],药物治疗 ,复方黄松洗液 甲硝唑氯化钠注 复方岗松止痒洗,7天,100%,nan
102,支原体感染,全身,孕妇、性生活活跃的年轻人、STD 患者,有传染性,非医保疾病,传染科 儿科,支原体检查 胸透 直接涂片检查 血支原体抗体 [详细],药物治疗 ,盐酸左氧氟沙星 盐酸左氧氟沙星 盐酸左氧氟沙星,2周,95%(经过消炎治疗一般95%以上都能有效治疗,市三甲医院约（1000-5000元）;
103,近视眼,眼,儿童和青少年，尤其是常看电视电脑的。,无传染性,非医保疾病,眼科,眼功能 视力 检影镜 前房轴深检查法 近视力检查法 [详细],验光配镜 ,夏天无滴眼液 萘敏维滴眼液 苄达赖氨酸滴眼,6个月,90%,nan
104,银屑病,皮肤,男性多于女性,无传染性,医保疾病,皮肤科 中医科,皮肤试验 血清白介素6 血清人白细胞抗原B27 [详细],药物治疗 ,卡泊三醇软膏 皮敏消胶囊 疗癣卡西甫丸,6-12周,40%-60%,市三甲医院约（10000-50000元）
105,幽门螺杆菌感染,胃,所有人群,有传染性,非医保疾病,消化内科,幽门螺旋杆菌的直接检查 幽门螺旋杆菌血清学测试 幽门螺旋杆菌的免疫学检测 血清抗幽门杆菌IgG抗体 幽门螺杆菌检测 [详细],药物治疗 ,复方雷尼替丁胶 枸橼酸铋雷尼替 枸橼酸铋钾颗粒,治疗周期30天,治愈率81%,市三甲医院约（2000 —— 5000元）;
106,贫血,全身,所有人群，主要是女性，老年人,无传染性,医保疾病,血液科 营养科,血清内因子阻断抗体测试 异常红细胞形态 不稳定性血红蛋白试验 必需微量元素 必需氨基酸 [详细],药物治疗、饮食疗法 ,富马酸亚铁咀嚼 富马酸亚铁胶囊 维生素B12片,1--6个月,60--80%,市三甲医院约（2000 —— 5000元）
107,子宫内膜异位症,子宫,30～40岁女性,无传染性,医保疾病,妇科 生殖健康,子宫输卵管造影 直肠镜 解脲脲原体 血清抗子宫内膜抗体 生育镜 [详细],手术治疗、药物治疗 ,妇炎净胶囊 痛经宝颗粒 通淋胶囊,1-2个月,70%,nan
108,反流性食管炎,胃 食管,中老年人，肥胖人群，吸烟者，精神压力大者，等,无传染性,医保疾病,消化内科,食管造影 食管压力 食管24小时pH监测 胃生理盐水排空试验 电子胃镜 [详细],药物治疗、手术治疗 ,盐酸雷尼替丁胶 盐酸雷尼替丁胶 注射用奥美拉唑,1-3个月,60%,nan
109,白血病,血液血管,儿童和青年,无传染性,医保疾病,血液科 肿瘤科,涂片 血浆凝血酶调节蛋白活性 血浆因子XIII缺乏筛选试验 血栓与止血检测 酶学检查 [详细],药物治疗 ,维A酸胶囊 氨基己酸片 盐酸多柔比星,3-5年,10%,nan
110,小儿感冒,咽喉,小儿,无传染性,非医保疾病,儿科 呼吸内科,细胞免疫检查 [详细],药物治疗 ,感冒清热颗粒 银黄滴丸 小儿热速清糖浆,7--14天,90%以上,nan
111,红斑狼疮,免疫系统 全身,所有人群,无传染性,医保疾病,风湿科 皮肤科,血流变学检查 抗核抗体 狼疮带试验 皮肤试验 红斑狼疮细胞 [详细],药物治疗 ,吗替麦考酚酯胶 他克莫司胶囊 甲泼尼龙片,3-6月,60%,市三甲医院约（5000 —— 8000元
112,男性不育,男性生殖,育龄男性,无传染性,非医保疾病,生殖健康 男科,性别观察 不孕不育的免疫学检查 不孕不育检查 精囊检查 阴囊超声检查 [详细],药物治疗、手术治疗 ,壮阳春胶囊 云芝糖肽胶囊 益身灵丸,1-3年,80%,nan
113,梅毒,全身 女性生殖,成年人，性活跃人群,有传染性,医保疾病,性病科 传染科,梅毒螺旋体血球凝集试验 梅毒血清试验 梅毒螺旋体抗原血清试验 性传播疾病免疫检测 血清免疫球蛋白M 血清梅毒螺旋体抗体 梅毒定性试验 梅毒确诊试验 聚合酶链式反应 浆膜腔积液细胞计数 [详细],药物治疗 ,十三味菥蓂丸 盐酸米诺环素片 红霉素肠溶胶囊,>120天,40%,市三甲医院约（10000-30000元）;
114,带状疱疹,口 皮肤,成年人,有传染性,医保疾病,皮肤科,单纯疱疹病毒 [详细],药物治疗 ,普瑞巴林胶囊 盐酸伐昔洛韦片 盐酸伐昔洛韦片,＞３０天,50%,市三甲医院约（1000 —— 2000元）;
115,慢性咽炎,咽喉,成年人,无传染性,医保疾病,耳鼻喉科,耳、鼻、咽拭子细菌培养 血清EB病毒壳抗原IgA抗体 [详细],药物治疗 ,一清颗粒 穿心莲软胶囊 利咽灵片,10-30天,98%,市三甲医院约（500-1000元）
116,痛风,全身,３０岁以上男性,无传染性,医保疾病,风湿科 中医科,血钼 血尿酸 尿酸 血清尿酸 骨与关节MRI [详细],药物治疗 ,丙磺舒片 苯溴马隆胶囊 别嘌醇片,30天,60%,市三甲医院约（1000 —— 2000元）
117,痛经,子宫 全身,月经初潮后女性，未婚女青年及月经初期少女,无传染性,医保疾病,妇科 中医科,盆腔和阴道B超 子宫输卵管造影 白带常规 [详细],药物治疗 ,痛经宝颗粒 妇女痛经丸 田七痛经胶囊,1-3个月,98%(一般经过有效治疗后98%可以治愈),市三甲医院约（500 —— 800元）
118,皮肤过敏,皮肤,所有人群，特别是皮肤很敏感的女性,无传染性,非医保疾病,皮肤科,免疫病理检查 皮肤试验 [详细],药物治疗 ,富马酸氯马斯汀 马来酸氯苯那敏 马来酸氯苯那敏,1-2周,90%,市三甲医院约（1000-5000元）
119,肾结石,肾,所有人群,无传染性,医保疾病,泌尿外科 肾内科,泌尿系统CT 枸橼酸盐利用试验 肾脏叩诊 尿隐血 肾脏B超 [详细],保守治疗、药物治疗、手术治疗 ,尿石通丸 肾石通颗粒 净石灵胶囊,30天,70%,根据不同医院，结石大小不同，收费标准不一致，市三甲医院约（1000 - 6000元）
120,慢性胃炎,胃,男性多于女性,无传染性,医保疾病,消化内科,上消化道功能测定和显像 幽门螺杆菌检测 胃总酸度 胃游离盐酸 胃钡餐造影 [详细],药物治疗 ,摩罗丹(浓缩丸) 胃康灵胶囊 复方氢氧化铝片,3-5月,85%,市三甲医院约（1000-5000元）
121,感冒,鼻 咽喉,所有人群一般体弱的人经常发病,有传染性,非医保疾病,呼吸内科,细菌学检验 痰液细菌培养 药敏试验 血清卵泡刺激素 血清鳞状上皮细胞癌抗原 [详细],药物治疗 ,盐酸氨溴索片 感冒清热颗粒 复方感冒灵颗粒,7-14天,97%,nan
122,口腔溃疡,口,所有人群,无传染性,医保疾病,口腔科,口腔内窥镜 维生素 [详细],药物治疗 ,康复新液 丁硼乳膏 维生素C泡腾片,10-15天,100%(属于症状性疾病，一般均可治愈),nan
123,细菌性阴道炎,阴道,女性，成年女性,无传染性,医保疾病,妇科 生殖健康,胺试验 白带检查 白带pH值 阴道分泌物涂片 阴道清洁度 [详细],药物治疗 ,保妇康栓 舒安卫生栓 克霉唑阴道泡腾,7-14天,90%,市三甲医院约（500-1000元）
124,胃病,胃,40～50岁之间。没按时吃饭的男女性，一般男性多于女性,无传染性,非医保疾病,消化内科,胃肠道CT 便常规 胃充盈及排空功能 胃电图 胃食管反流测定和显像 [详细],药物治疗 ,康复新液 胃炎宁颗粒 复方猴头颗粒,10-15天,75%,nan
125,荨麻疹,皮肤,所有人群,无传染性,医保疾病,皮肤科 中医科,皮肤病的物理检查 皮肤试验 血清免疫球蛋白A 激发试验 FLA-ABS试验 [详细],药物治疗 ,皮敏消胶囊 乌蛇止痒丸 防风通圣丸,2-6周,98%,nan
126,艾滋病,全身,所有人群,有传染性,非医保疾病,传染科 性病科,血清抗艾滋病抗体 脑脊液β2微球蛋白 血清可溶性白介素-2受体 产检 3.8sα2-糖蛋白 血清人类免疫缺陷病毒抗体 尿β2微球蛋白 血清抗心磷脂抗体 [详细],中医药物治疗、西医药物治疗 ,齐多夫定注射液 更昔洛韦注射液 注射用胸腺肽,3个月(常需终身治疗),0.001%(只能维持治疗，现在治愈率极低。),市三甲医院约（50000 —— 100000元）;
127,冠心病,心脏 血液血管,中老年人群,无传染性,医保疾病,心血管内科 心胸外科,心电图 动态心电图 心肌灌注显像 冠状动脉造影 心脏血管超声检查 [详细],药物治疗、手术治疗、介入治疗 ,血塞通泡腾片 血塞通分散片 肠多糖片,3-6周,80%,市三甲医院约（5000--30000元）
128,盆腔炎,盆腔 卵巢,女性,无传染性,医保疾病,妇科,妇科B超 妇科炎症检查 盆腔充气造影 白带常规 双合诊 [详细],药物治疗 ,金鸡胶囊 康妇消炎栓 妇乐颗粒,10-30天,85%,市三甲医院约（1000 —— 3000元）
129,湿疹,皮肤,所有人群,无传染性,医保疾病,皮肤科,免疫病理检查 血清免疫球蛋白A 激发试验 皮肤试验 鼻前庭 [详细],药物治疗 ,莫匹罗星软膏 皮敏消胶囊 哈西奈德溶液,>120天,20%,市三甲医院约（500-1000元）
130,宫颈癌,子宫,40～60岁女性 ，处于性活跃期的妇女,无传染性,非医保疾病,肿瘤科 妇科,妇科的保健体检 宫颈妇科常规检查 阴道活检 子宫颈涂片测试 阴道镜 [详细],放射治疗、手术治疗、化学治疗 ,平消胶囊 盐酸伊立替康 甘磷酰芥片,2-4月,20%,nan
131,前列腺增生,前列腺,老年男性,无传染性,医保疾病,泌尿外科 男科,外科检查 男科检查 膀胱残余尿量 前列腺指检 前列腺B超 [详细],药物治疗 ,前列通片 尿塞通片 前列闭尔通栓,7天(手术治疗周期7天),87%,市三甲医院约（3000 —— 5000元
132,失眠症,心理,所有人群，精神不怎么好的，或太过于压抑,无传染性,非医保疾病,精神病科 神经内科,脑电图 睡眠试验 多导睡眠图 [详细],药物治疗 ,清脑复神液 更年安胶囊 复方阿胶颗粒,nan,95%,市三甲医院约（300 —— 500元）
133,外阴瘙痒,外阴,女性群体，大部分为绝经期前后的妇女,无传染性,非医保疾病,妇科,白带常规 [详细],药物治疗 ,肤痒颗粒 聚甲酚磺醛栓 克罗米通乳膏,7-10天,80%,nan
134,便秘,肠,女性多于男性，老年多于青、壮年,无传染性,医保疾病,消化内科 中医科,便常规 直肠镜 纤维结肠镜 乙状结肠镜检查 腹部平片 [详细],生活治疗、药物治疗、生物反馈训练、手术治疗 ,四磨汤口服液 乳果糖口服溶液 一清颗粒,30--60天,75%,nan
135,滴虫性阴道炎,阴道,成年女性,有传染性,医保疾病,妇科,白带检查 寄生虫排泄物和分泌物检查 阴道毛滴虫检查 改良加藤法 肛门拭子检查法 [详细],药物治疗 ,保妇康栓 消糜阴道泡腾片 洁尔阴泡腾片,30天,93%,nan
136,卵巢囊肿,卵巢,20—50岁的女性,无传染性,医保疾病,妇科,腹腔镜 盆腔CT 腹部平片 盆腔和阴道B超 卵巢检查 [详细],手术治疗 ,桂枝茯苓胶囊 止痛化癥胶囊 金鸡胶囊,10-30天,98%,nan
137,过敏性鼻炎,鼻,青壮年,无传染性,医保疾病,耳鼻喉科,气道过敏试验 鼻腔内镜 组胺吸入试验 [详细],药物治疗、免疫治疗、外科治疗 ,康乐鼻炎片 氯雷他定片 富马酸酮替芬滴,>30天,>30%,市三甲医院约（500-1000元）
138,脂肪肝,肝,所有人群，肥胖人群，体质超重肥胖者占64%。,无传染性,医保疾病,肝病 消化内科,谷氨酸脱氢酶 血清谷草转氨酶 肝脏及胆囊叩诊 凝血酶原时间 肝、胆、胰、脾MRI [详细],药物治疗、饮食疗法 ,多烯磷脂酰胆碱 果糖二磷酸钠口 注射用盐酸精氨,2-4个月,90%,市三甲医院约（3000 —— 8000元）
139,肺炎,肺,所有人群,无传染性,医保疾病,呼吸内科,感染免疫检测 肺和胸膜叩诊 波顿格征 痰液的一般性状 痰液细菌培养 [详细],药物治疗 ,盐酸氨溴索片 头孢氨苄甲氧苄 了哥王片,7-10天。,95%,市三甲医院约（1000-3000元）
140,阴囊湿疹,阴囊 皮肤,成年男性，长期居住在潮湿的地区或房间的人,无传染性,医保疾病,男科 皮肤科,阴囊检查 [详细],药物治疗 ,地榆槐角丸 二妙丸 烧伤肤康液,2-4周,60%--70%(多伴有维生素b2的缺乏，故治疗中,nan
141,直肠癌,肠,40岁以上男性,无传染性,医保疾病,肿瘤科 消化内科,肿瘤标志物 血清CA199 血清癌胚抗原 多药耐药基因 粪便吞噬细胞 [详细],手术治疗、放射治疗、化学治疗 ,卡培他滨片 去氧氟尿苷胶囊 抗癌平丸,2-4月,75%,nan
142,慢性鼻炎,鼻,所有人群,无传染性,医保疾病,耳鼻喉科,鼻腔内镜 鼻中隔 [详细],药物治疗、针灸疗法 ,鼻炎康片 呋麻滴鼻液 鼻窦炎口服液,10-30天,50%,市三甲医院约（1000 —— 3000元
143,肺结核,肺,所有人群，中老年为主,有传染性,医保疾病,传染科 呼吸内科,胸腔积液微生物学检查 肺部检查 威廉征 比塞征 鲁塞尔征 胸廓检查 肺和胸膜叩诊 结核菌素皮内试验 痰液的一般性状 痰液免疫学检查 [详细],化学治疗 ,盐酸氨溴索胶囊 盐酸氨溴索片 盐酸依普拉酮片,3-6个月,79%,该病属于乙类多发传染病，一经确诊国家医院免费治疗;
144,甲亢,甲状腺,所有人群，大多数年龄在20～40岁，一般女性比男性发病率高,无传染性,非医保疾病,内分泌科,基础代谢 基础胃液分泌量 甲状腺吸碘试验 血清甲状腺球蛋白 甲状腺显像 [详细],一般治疗、药物治疗、手术治疗、放射性碘治疗、甲状腺介入栓塞治疗、中医治疗 ,抑亢丸 甲亢灵片 维生素B1片,3-12月,>70%,市三甲医院约（5000—8000元）
145,坐骨神经痛,周围神经系统 臀部,孕妇，中老年人,无传染性,医保疾病,神经内科 骨科,深反射检查 MRI 血清类风湿因子 踝反射 直腿抬高加强试验 [详细],药物疗法、物理治疗 ,普瑞巴林胶囊 布洛芬乳膏 维生素B1片,1个月,60%,nan
146,骨质增生,骨,中老年人群,无传染性,医保疾病,骨科 中医科,外科检查 脊柱活动度 骨关节及软组织CT 骨显像 [详细],药物治疗、物理疗法 ,腰痛宁胶囊 单氯芬那酸片 壮腰消痛液,14天(手术治疗周期14天),84%,市三甲医院约（1000 —— 3000元）
147,宫外孕,输卵管 卵巢,孕龄女性,无传染性,医保疾病,产科 妇科,盆腔和阴道B超 盆腔CT 盆腔充气造影 产科B超 尿HCG [详细],药物治疗、手术治疗 ,米索前列醇片 产复康颗粒 桂枝茯苓胶囊,10-30天,82%,nan
